ID,Drift ratio at 0.8Vmax1 [%],References,First Author,Col.Name,Data File,Section depth (h) [in.],Section width (b) [in.],d1 [in.],d2 [in.],Clear Cover cc [in.],lc [in.],a [in.],a/d1,Longi. bars along first face (perp.),Bar dia. [in.],Longi. bars along second face (perp.),Bar dia. [in.],Longi. bars in middle layers(perp.),Longi. bars in middle layers (parl.),Bar dia. [in.],fy (longi. reinf.) [psi],pL (longi. reinf.),Trans. reinf. legs perp. to load,Trans. reinf. legs parl. to load,Trans. bar dia. [in.],Spacing of trans. reinf. (s) [in.],fy (trans. reinf.) [psi],pt (trans. reinf. volumetric ratio),pv (trans. reinf. ratio),s/d1 (primary),s/d2 (secondary),Seismic hoops,f'c [psi],Axial load(P) [kips],Axial load ratio,Spliced longi. bars,Splice length [in.],Splice height [in.],Test configuration,Number of loading directions,Maximum lateral load (primary) (Vmax1) [kips],Drift ratio at Vmax1 [%],Drift ratio at 0.8Vmax1 [%],Drift ratio at 0.25Vmax [%],Drift ratio at axial failure (primary) [%],Lateral load at axial failure (primary) [kips],Vp1 (primary) [kips],Vo1 (primary) [kips],Vp1/Vo1,Maximum lateral load (secondary) (Vmax2) [kips],Drift ratio at Vmax2 [%],Drift ratio at 0.8Vmax2 [%],Drift ratio at 0.25Vmax2 [%],Drift ratio at axial failure (secondary) [%],Lateral load at axial failure (secondary) [kips],Vp2 (secondary) [kips],Vo2 (secondary) [kips],Vp2/Vo2,
25,1.332091553,Ousalem;H. K.;T.; Tasai A.; Oshugi;Y. (2002). Experimental Study on Seismic Behavior of Reinforced Concrete Columns under Constant and Variable Axial Loadings. Annual Conference of Japan Concrete Institute;Tsukuba;Japan.,Ousalem,C4,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/25.csv,11.811,11.811,10.236,10.24,1.08,35.433,17.7165,1.730803048,4,0.5,4,0.5,2,2,0.5,49300,0.016890317,2,2,0.25,2.953,85115,0.006882471,0.002814814,0.288491598,0.26,2,1957.5,81.94,0.300068806,0,0,0,3,1,38.486,0.488245421,1.332091553,0,3.999096887,7.386,36.90554403,59.64,0.618756165,0,0,0,0,0,0,0,0,0,
26,1.044224311,Ousalem;H. K.;T.; Tasai A.; Oshugi;Y. (2002). Experimental Study on Seismic Behavior of Reinforced Concrete Columns under Constant and Variable Axial Loadings. Annual Conference of Japan Concrete Institute;Tsukuba;Japan.,Ousalem,C8,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/26.csv,11.811,11.811,10.236,10.24,1.08,35.433,17.7165,1.730803048,4,0.5,4,0.5,2,2,0.5,49300,0.016890317,2,2,0.25,2.953,55680,0.006882471,0.002814814,0.288491598,0.26,2,2610,109.25,0.300059651,0,0,0,3,1,52.85,0.618067903,1.044224311,0,1.498602997,19.483,43.05130142,56.21,0.765857867,0,0,0,0,0,0,0,0,0,
27,1.518358592,Ousalem;H. K.;T.; Tasai A.; Oshugi;Y. (2002). Experimental Study on Seismic Behavior of Reinforced Concrete Columns under Constant and Variable Axial Loadings. Annual Conference of Japan Concrete Institute;Tsukuba;Japan.,Ousalem,C12,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/27.csv,11.811,11.811,10.236,10.24,1.08,35.433,17.7165,1.730803048,4,0.5,4,0.5,2,2,0.5,49300,0.016890317,2,2,0.25,2.953,55680,0.006882471,0.002814814,0.288491598,0.26,2,2610,72.835,0.200044345,0,0,0,3,1,48.669,0.730957017,1.518358592,0,8.099793977,1.499,41.18342943,51.44,0.800540358,0,0,0,0,0,0,0,0,0,
28,1.168402337,Ousalem;H. K.;T.; Tasai A. (2003). Effect of Hysteretic Reversals on Lateral and Axial Capacities of Reinforced Concrete Columns. The Fifth U.S. - Japan Workshop on Performance-Based Earthquake Engineering Methodology for Reinforced Concrete Structures. Hakone;Japan;Pacific Earthquake Engineering Research Center (UC Berkeley): 211-221.,Ousalem,D1,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/28.csv,11.811,11.811,10.236,10.24,1.08,23.622,11.811,1.153868699,4,0.5,4,0.5,2,2,0.5,64815,0.016890317,2,2,0.25,1.969,57710,0.010321958,0.004221507,0.192360297,0.17,2,4016.5,121.392,0.21665512,0,0,0,3,1,73.532,0.601134536,1.168402337,0,4.102108204,7.322,87.13615376,96.15,0.906289748,0,0,0,0,0,0,0,0,0,
29,0.838201676,Ousalem;H. K.;T.; Tasai A. (2003). Effect of Hysteretic Reversals on Lateral and Axial Capacities of Reinforced Concrete Columns. The Fifth U.S. - Japan Workshop on Performance-Based Earthquake Engineering Methodology for Reinforced Concrete Structures. Hakone;Japan;Pacific Earthquake Engineering Research Center (UC Berkeley): 211-221.,Ousalem,D11,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/29.csv,11.811,11.811,10.236,10.24,1.08,35.433,17.7165,1.730803048,5,0.5,5,0.5,2,3,0.5,64815,0.022520422,2,2,0.25,5.906,57710,0.003441235,0.001407407,0.576983197,0.52,2,4081.75,121.392,0.213191716,0,0,0,3,1,55.031,0.50235656,0.838201676,0,1.899359354,2.498,67.25354821,54.52,1.233657577,0,0,0,0,0,0,0,0,0,
30,0.968024158,Ousalem;H. K.;T.; Tasai A. (2003). Effect of Hysteretic Reversals on Lateral and Axial Capacities of Reinforced Concrete Columns. The Fifth U.S. - Japan Workshop on Performance-Based Earthquake Engineering Methodology for Reinforced Concrete Structures. Hakone;Japan;Pacific Earthquake Engineering Research Center (UC Berkeley): 211-221.,Ousalem,D12,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/30.csv,11.811,11.811,10.236,10.24,1.08,35.433,17.7165,1.730803048,5,0.5,5,0.5,2,3,0.5,64815,0.022520422,2,2,0.25,5.906,57710,0.003441235,0.001407407,0.576983197,0.52,2,4081.75,121.392,0.213191716,0,0,0,3,1,56.402,0.460023142,0.968024158,0,1.899359354,2.623,67.25354821,54.52,1.233657577,0,0,0,0,0,0,0,0,0,
31,1.428047301,Ousalem;H. K.;T.; Tasai A. (2003). Effect of Hysteretic Reversals on Lateral and Axial Capacities of Reinforced Concrete Columns. The Fifth U.S. - Japan Workshop on Performance-Based Earthquake Engineering Methodology for Reinforced Concrete Structures. Hakone;Japan;Pacific Earthquake Engineering Research Center (UC Berkeley): 211-221.,Ousalem,D13,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/31.csv,11.811,11.811,10.236,10.24,1.08,35.433,17.7165,1.730803048,5,0.5,5,0.5,2,3,0.5,64815,0.022520422,2,2,0.25,1.969,57710,0.010321958,0.004221507,0.192360297,0.17,2,3784.5,121.392,0.22993666,0,0,0,3,1,59.774,0.973668614,1.428047301,0,3.499562555,0.499,65.43317616,73.06,0.89557138,0,0,0,0,0,0,0,0,0,
32,1.919114949,Ousalem;H. K.;T.; Tasai A. (2003). Effect of Hysteretic Reversals on Lateral and Axial Capacities of Reinforced Concrete Columns. The Fifth U.S. - Japan Workshop on Performance-Based Earthquake Engineering Methodology for Reinforced Concrete Structures. Hakone;Japan;Pacific Earthquake Engineering Research Center (UC Berkeley): 211-221.,Ousalem,D14,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/32.csv,11.811,11.811,10.236,10.24,1.08,35.433,17.7165,1.730803048,5,0.5,5,0.5,2,3,0.5,64815,0.022520422,2,2,0.25,1.969,57710,0.010321958,0.004221507,0.192360297,0.17,2,3784.5,121.392,0.22993666,0,0,0,3,1,66.473,1.001890893,1.919114949,0,10.10075353,5.732,65.43317616,73.06,0.89557138,0,0,0,0,0,0,0,0,0,
33,1.799170265,Ousalem;H. K.;T.; Tasai A. (2003). Effect of Hysteretic Reversals on Lateral and Axial Capacities of Reinforced Concrete Columns. The Fifth U.S. - Japan Workshop on Performance-Based Earthquake Engineering Methodology for Reinforced Concrete Structures. Hakone;Japan;Pacific Earthquake Engineering Research Center (UC Berkeley): 211-221.,Ousalem,D16,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/33.csv,11.811,11.811,10.236,10.24,1.08,23.622,11.811,1.153868699,4,0.5,4,0.5,2,2,0.5,64815,0.016890317,2,2,0.25,1.969,57710,0.010321958,0.004221507,0.192360297,0.17,2,3784.5,121.392,0.22993666,0,0,0,3,1,76.454,0.931335196,1.799170265,0,4.000508001,12.46,85.23383934,94.87,0.898447897,0,0,0,0,0,0,0,0,0,
34,0.942624107,"Nakamura;T. Y.;M. (2002). ""Gravity Load Collapse of Reinforced Concrete Columns with Brittle Failure Modes."" Journal of Asian Architecture and Building Engineering 1(1): 21-27.",Nakamura et al.,N-18M,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/34.csv,11.811,11.811,10.039,10.04,1.21,35.433,17.7165,1.764767407,4,0.63,4,0.63,2,2,0.63,55100,0.026815067,2,2,0.25,3.937,55100,0.00530732,0.00211129,0.392170535,0.35,2,3842.5,96.507,0.180041076,0,0,0,3,1,61.033,0.702734739,0.942624107,0,10.19953151,15.383,64.72114711,53.57,1.208168834,0,0,0,0,0,0,0,0,0,
35,0.745068157,"Nakamura;T. Y.;M. (2002). ""Gravity Load Collapse of Reinforced Concrete Columns with Brittle Failure Modes."" Journal of Asian Architecture and Building Engineering 1(1): 21-27.",Nakamura et al.,N-27C,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/35.csv,11.811,11.811,10.039,10.04,1.21,35.433,17.7165,1.764767407,4,0.63,4,0.63,2,2,0.63,55100,0.026815067,2,2,0.25,3.937,55100,0.00530732,0.00211129,0.392170535,0.35,2,3842.5,144.76,0.270060681,0,0,0,3,1,59.122,0.482600965,0.745068157,0,3.000028222,0.664,67.65316117,59.58,1.135457906,0,0,0,0,0,0,0,0,0,
36,1.241780261,"Nakamura;T. Y.;M. (2002). ""Gravity Load Collapse of Reinforced Concrete Columns with Brittle Failure Modes."" Journal of Asian Architecture and Building Engineering 1(1): 21-27.",Nakamura et al.,N-27M,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/36.csv,11.811,11.811,10.039,10.04,1.21,35.433,17.7165,1.764767407,4,0.63,4,0.63,2,2,0.63,55100,0.026815067,2,2,0.25,3.937,55100,0.00530732,0.00211129,0.392170535,0.35,2,3842.5,144.76,0.270060681,0,0,0,3,1,65.619,0.699912511,1.241780261,0,4.699009398,0.57,67.65316117,59.58,1.135457906,0,0,0,0,0,0,0,0,0,
37,2.000959557,Yoshimura;M. Y.;N. (2000). Ultimate Limit State of RC Columns. The Second U.S.- Japan Workshop on Performance-Based Earthquake Engineering Methodology for Reinforced Concrete Structures. Sapporo;Hokkaido;Japan;Pacific Earthquake Engineering Research Center (UC Berkeley): 313-326.,Yoshimura,S-1,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/37.csv,15.748,15.748,13.779,13.78,1.16,35.433,35.433,2.571521881,5,0.874,5,0.874,2,3,0.874,79315,0.038706323,2,2,0.368,7.087,51475,0.004473326,0.001906021,0.514333406,0.47,2,3639.5,180.56,0.200045603,0,0,0,1,1,88.077,1.408291705,2.000959557,0,8.59932831,9.217,115.7560372,69.75,1.659532157,0,0,0,0,0,0,0,0,0,
38,2.963349571,"Wight, J.K.; and Sozen, M.A., ""Shear Strength Decay in Reinforced Concrete Columns Subjected to Large Deflection Reversals,"" Structural Research Series No. 403, Civil Engineering Studies, University of Illinois, Urbana-Champaign, Ill., Aug 1973, 290 pages",Wight,WI_0_033E,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/38.csv,12.008,5.984,10.008,3.98,1.38,34.488,34.488,3.446043165,2,0.748031496,2,0.748031496,0,0,0.748031496,71920,0.024463995,2,2,0.248031496,5,50025,0.0033,0.003229773,0.49960032,0.93,2,4640,0,0,0,0,0,2,1,17.81,2.602064486,2.963349571,0,0,0,15.96582979,16.49,0.967989351,0,0,0,0,0,0,0,0,0,
39,1,Lynn;A. (1999). Seismic Evaluation of Existing Reinforced Concrete Building Colums. Department of Civil Engineering. Berkeley;University of California. Doctor of Philosophy: 371.,Lynn,3CLH18,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/39.csv,18,18,15.5,15.5,1.5,116,58,3.741935484,3,1.252,3,1.252,2,1,1.25,48000,0.0303,2,2,0.375,18,58000,0.00159,0.00068,1.161290323,1.06,2,3900,113,0.09,1,25,0,3,1,59.8,0.76,1,2.1,3.1,0.1,69.4,36.07,1.923891022,0,0,0,0,0,0,0,0,0,
40,1.44972842,"Pandey;G. R. M.;H. (2005). ""Seismic Performance of Reinforced Concrete Piers with Bond-Controlled Reinforcements."" ACI Structural Journal 102(2): 295-304.",Pandey,A1,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/40.csv,11.811,11.811,10.236,10.24,1.02,25.591,25.591,2.500097694,4,0.63,4,0.63,2,2,0.63,55114.5,0.026815067,2,2,0.2362,5.906,57507,0.003039591,0.001256318,0.576983197,0.52,2,4170.2,20.232,0.03477832,0,0,0,1,1,41.993,1.492712282,1.44972842,0,0,0,38.701086,29.01,1.334045048,0,0,0,0,0,0,0,0,0,
41,1.508763018,"Nagasaka;T. (1982). ""Effectiveness of Steel Fiber as Web Reinforcement in Reinforced Concrete Columns."" Transactions of the Japan Concrete Insitute 4: 493-500.",Nagasaka,HPRC19-32,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/41.csv,7.874,7.874,6.935023622,6.94,0.47,23.622,11.811,1.703094415,2,0.5,2,0.5,0,0,0.5,53795,0.012667738,2,2,0.216535433,0.787401575,49880,0.014,0.011879171,0.113539855,0.11,2,3045,66.0912,0.350078564,0,0,0,3,1,25.321472,0.985701971,1.508763018,0,0,0,22.93164483,52.16,0.439612063,0,0,0,0,0,0,0,0,0,
42,3.825565151,"Ohue;M.;Morimoto;H.;Fujii;S.;Morita;S (1985). ""The Behavior of R.C.Short Columns Failing in Splitting Bond-Shear Under Dynamic Lateral Loading."" Transactions of the Japan Concrete Insitute 7: 293-300.",Ohue,2D16RS,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/42.csv,7.874,7.874,6.909433071,6.91,0.43,31.496,15.748,2.279202916,2,0.62992126,2,0.62992126,0,0,0.62992126,53505,0.020106273,2,2,0.216535433,1.968503937,45820,0.006,0.004751668,0.284900934,0.27,2,4640,41.1384,0.143000842,0,0,0,3,1,22.790224,1.598178196,3.825565151,0,0,0,20.82240849,26.25,0.793197776,0,0,0,0,0,0,0,0,0,
43,1.796418593,"Ohue;M.;Morimoto;H.;Fujii;S.;Morita;S (1985). ""The Behavior of R.C.Short Columns Failing in Splitting Bond-Shear Under Dynamic Lateral Loading."" Transactions of the Japan Concrete Insitute 7: 293-300.",Ohue,4D13RS,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/43.csv,7.874,7.874,6.909,6.91,0.49,31.496,15.748,2.279345781,4,0.511811024,4,0.511811024,0,0,0.511811024,53650,0.026546564,2,2,0.216535433,1.968503937,45820,0.006,0.004751668,0.284918792,0.27,2,4335.5,41.1384,0.15304438,0,0,0,3,1,24.860632,1.282002564,1.796418593,0,0,0,24.73638422,25.92,0.954452585,0,0,0,0,0,0,0,0,0,
44,4.175265915,"Zhou;X. H.;Yoichi; Jiang;Weishan; Shimizu;Yasushi (1985). ""Behavior of Reinforced Concrete Column Under High Axial Load."" Transactions of the Japan Concrete Insitute 7: 385-392.",Zhou,No.1007,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/44.csv,3.15,3.15,2.480708661,2.48,0.39,6.299,3.15,1.269798445,2,0.236220472,2,0.236220472,0,0,0.236220472,48720,0.017667042,2,2,0.157480315,3.149606299,49445,0.005,0.0039265,1.26963974,1.1,0,4930,34.1696,0.698508778,0,0,0,3,1,8.2596016,4.331021172,4.175265915,0,0,0,4.805588401,7.98,0.602437478,0,0,0,0,0,0,0,0,0,
45,0.806445212,"Zhou;X. S.;Toshio; Jiang;Weishan; Ono;Arata; Shimizu;Yasushi (1987). ""Behavior of Reinforced Concrete Short Column Under High Axial Load."" Transactions of the Japan Concrete Insitute 9: 541-548.",Zhou,No.204-08,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/45.csv,6.299,6.299,5.423015748,5.42,0.49,25.197,12.598,2.323061666,3,0.374015748,3,0.374015748,2,1,0.374015748,49445,0.022152178,2,2,0.196850394,1.57480315,81055,0.007,0.00613613,0.290392509,0.27,2,3059.5,97.1136,0.799993355,0,0,0,3,1,15.2216576,0.51030947,0.806445212,0,0,0,7.253527739,30.11,0.240877186,0,0,0,0,0,0,0,0,0,
46,3.467476287,"Zhou;X. S.;Toshio; Jiang;Weishan; Ono;Arata; Shimizu;Yasushi (1987). ""Behavior of Reinforced Concrete Short Column Under High Axial Load."" Transactions of the Japan Concrete Insitute 9: 541-548.",Zhou,No.223-09,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/46.csv,6.299,6.299,5.423015748,5.42,0.49,25.197,12.598,2.323061666,3,0.374015748,3,0.374015748,2,1,0.374015748,49445,0.022152178,3.414,3.414,0.196850394,1.57480315,81055,0.018,0.010474374,0.290392509,0.27,2,3059.5,109.2528,0.899992524,0,0,0,3,1,15.1456752,1.919363604,3.467476287,0,0,0,5.510153478,42.83,0.128657328,0,0,0,0,0,0,0,0,0,
47,1.520042334,"Zhou;X. S.;Toshio; Jiang;Weishan; Ono;Arata; Shimizu;Yasushi (1987). ""Behavior of Reinforced Concrete Short Column Under High Axial Load."" Transactions of the Japan Concrete Insitute 9: 541-548.",Zhou,No.302-07,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/47.csv,6.299,6.299,5.423015748,5.42,0.49,37.795,18.898,3.484776899,3,0.374015748,3,0.374015748,2,1,0.374015748,49445,0.022152178,2,2,0.196850394,1.57480315,81055,0.007,0.00613613,0.290392509,0.27,2,4176,116.2216,0.701428073,0,0,0,3,1,12.7099672,0.648150559,1.520042334,0,0,0,6.719211221,27.32,0.245949311,0,0,0,0,0,0,0,0,0,
48,1.596242889,"Zhou;X. S.;Toshio; Jiang;Weishan; Ono;Arata; Shimizu;Yasushi (1987). ""Behavior of Reinforced Concrete Short Column Under High Axial Load."" Transactions of the Japan Concrete Insitute 9: 541-548.",Zhou,No.312-07,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/48.csv,6.299,6.299,5.423015748,5.42,0.49,37.795,18.898,3.484776899,3,0.374015748,3,0.374015748,2,1,0.374015748,49445,0.022152178,2,2,0.196850394,1.57480315,81055,0.007,0.00613613,0.290392509,0.27,2,4176,116.2216,0.701428073,0,0,0,3,1,12.3428688,0.680796631,1.596242889,0,0,0,6.719211221,27.32,0.245949311,0,0,0,0,0,0,0,0,0,
49,2.54000508,"Ono;A. S.;Nobuaki; Adachi;Hiromi; Sakamaki;Yoshio (1989). ""Elasto-Plastic Behavior of Reinforced Concrete Column With Fluctuating Axial Force."" Transactions of the Japan Concrete Institute 11: 239-246.",Ono,CA025C,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/49.csv,7.874,7.874,6.702740157,6.7,0.75,23.622,11.811,1.762115153,4,0.374015748,4,0.374015748,2,2,0.374015748,52345,0.02126474,4,4,0.236220472,2.755905512,61770,0.009,0.008078397,0.411161025,0.37,2,3741,59.572,0.256840586,0,0,0,3,1,29.273456,1.492769652,2.54000508,0,0,0,25.79519972,45.98,0.560948262,0,0,0,0,0,0,0,0,0,
50,1.008382017,"Ono;A. S.;Nobuaki; Adachi;Hiromi; Sakamaki;Yoshio (1989). ""Elasto-Plastic Behavior of Reinforced Concrete Column With Fluctuating Axial Force."" Transactions of the Japan Concrete Institute 11: 239-246.",Ono,CA060C,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/50.csv,7.874,7.874,6.702740157,6.7,0.75,23.622,11.811,1.762115153,4,0.374015748,4,0.374015748,2,2,0.374015748,52345,0.02126474,4,4,0.236220472,2.755905512,61770,0.009,0.008078397,0.411161025,0.37,2,3741,142.9728,0.616417406,0,0,0,3,1,30.732408,0.779934893,1.008382017,0,0,0,21.94447118,54.21,0.404771312,0,0,0,0,0,0,0,0,0,
51,0.896866276,"Amitsu;S. S.;Nobuaki; Adachi;Hiromi; Ono;Arata (1991). ""Deformation of Reinforced Concrete Column with High or Fluctuating Axial Force."" Transactions of the Japan Concrete Institute 13: 355-362.",Amitsu,CB060C,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/51.csv,10.945,10.945,9.350511811,9.35,1.1,25.433,12.717,1.360032505,5,0.511811024,5,0.511811024,2,3,0.511811024,63945,0.02747879,4,4,0.236220472,2.047244094,60030,0.009,0.007823472,0.218944603,0.2,2,6713.5,591.6736,0.735701543,0,0,0,3,1,115.470768,0.850404846,0.896866276,0,0,0,74.93884016,163.2,0.459181512,0,0,0,0,0,0,0,0,0,
52,3.633147762,Wight;J. K. S.;M.A. (1973). Shear Strength Decay in Reinforced Concrete Columns Subjected to Large Deflection Reversals. Structural Research Series. Urbana-Champaign;University of Illinois: 308.,Wight,WI_40_033aE,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/52.csv,12.008,5.984,10.008,3.98,1.38,34.488,34.488,3.446043165,2,0.748,2,0.748,0,0,0.748,71920,0.024461935,2,2,0.248,5,50025,0.0033,0.003228952,0.49960032,0.93,2,5031.5,42.487,0.117515817,0,0,0,2,1,22.201,3.607051728,3.633147762,0,0,0,20.68341735,20.65,1.001733683,0,0,0,0,0,0,0,0,0,
53,3.515715611,Wight;J. K. S.;M.A. (1973). Shear Strength Decay in Reinforced Concrete Columns Subjected to Large Deflection Reversals. Structural Research Series. Urbana-Champaign;University of Illinois: 308.,Wight,WI_40_033aW,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/53.csv,12.008,5.984,10.008,3.98,1.38,34.488,34.488,3.446043165,2,0.748031496,2,0.748031496,0,0,0.748031496,71920,0.024463995,2,2,0.248031496,5,50025,0.0033,0.003229773,0.49960032,0.93,2,5031.5,42.4872,0.117516371,0,0,0,2,1,22.774488,2.644306727,3.515715611,0,0,0,20.68465562,20.65,1.001673717,0,0,0,0,0,0,0,0,0,
54,4.879958246,Wight;J. K. S.;M.A. (1973). Shear Strength Decay in Reinforced Concrete Columns Subjected to Large Deflection Reversals. Structural Research Series. Urbana-Champaign;University of Illinois: 308.,Wight,WI_40_048E,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/54.csv,12.008,5.984,10.008,3.98,1.38,34.488,34.488,3.446043165,2,0.748,2,0.748,0,0,0.748,71920,0.024461935,2,2,0.248,3.504,50025,0.0048,0.004607523,0.350119904,0.65,2,3784.5,40.014,0.147143538,0,0,0,2,1,23.512,2.780677337,4.879958246,0,0,0,19.75792558,23.56,0.838764878,0,0,0,0,0,0,0,0,0,
55,5.407388077,Wight;J. K. S.;M.A. (1973). Shear Strength Decay in Reinforced Concrete Columns Subjected to Large Deflection Reversals. Structural Research Series. Urbana-Champaign;University of Illinois: 308.,Wight,WI_40_048W,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/55.csv,12.008,5.984,10.008,3.98,1.38,34.488,34.488,3.446043165,2,0.748031496,2,0.748031496,0,0,0.748031496,71920,0.024463995,2,2,0.248031496,3.503937008,50025,0.0048,0.004608777,0.35011361,0.65,2,3784.5,40.0144,0.147145009,0,0,0,2,1,22.1380792,5.487701302,5.407388077,5.59151009,0,0,19.75913134,23.56,0.838681345,0,0,0,0,0,0,0,0,0,
56,5.02203665,Wight;J. K. S.;M.A. (1973). Shear Strength Decay in Reinforced Concrete Columns Subjected to Large Deflection Reversals. Structural Research Series. Urbana-Champaign;University of Illinois: 308.,Wight,WI_40_033_E,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/56.csv,12.008,5.984,10.008,3.98,1.38,34.488,34.488,3.446043165,2,0.748031496,2,0.748031496,0,0,0.748031496,71920,0.024463995,2,2,0.248031496,5,50025,0.0033,0.003229773,0.49960032,0.93,2,4872,40.0144,0.114300141,0,0,0,2,1,21.1820048,2.5835758,5.02203665,0,0,0,20.36347873,20.34,1.001194337,0,0,0,0,0,0,0,0,0,
57,4.108675481,Wight;J. K. S.;M.A. (1973). Shear Strength Decay in Reinforced Concrete Columns Subjected to Large Deflection Reversals. Structural Research Series. Urbana-Champaign;University of Illinois: 308.,Wight,WI_40_033_W,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/57.csv,12.008,5.984,10.008,3.98,1.38,34.488,34.488,3.446043165,2,0.748,2,0.748,0,0,0.748,71920,0.024461935,2,2,0.248,5,50025,0.0033,0.003228952,0.49960032,0.93,2,4872,40.014,0.114298998,0,0,0,2,1,23.582,2.655996289,4.108675481,0,0,0,20.36224387,20.34,1.001256087,0,0,0,0,0,0,0,0,0,
58,3.534852702,Wight;J. K. S.;M.A. (1973). Shear Strength Decay in Reinforced Concrete Columns Subjected to Large Deflection Reversals. Structural Research Series. Urbana-Champaign;University of Illinois: 308.,Wight,WI_25_033_E,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/58.csv,12.008,5.984,10.008,3.98,1.38,34.488,34.488,3.446043165,2,0.748031496,2,0.748031496,0,0,0.748031496,71920,0.024463995,2,2,0.248031496,5,50025,0.0033,0.003229773,0.49960032,0.93,2,4872,24.9528,0.071277054,0,0,0,2,1,19.7581216,3.523306977,3.534852702,0,0,0,18.81734269,19.12,0.983933855,0,0,0,0,0,0,0,0,0,
59,3.653444676,Wight;J. K. S.;M.A. (1973). Shear Strength Decay in Reinforced Concrete Columns Subjected to Large Deflection Reversals. Structural Research Series. Urbana-Champaign;University of Illinois: 308.,Wight,WI_25_033_W,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/59.csv,12.008,5.984,10.008,3.98,1.38,34.488,34.488,3.446043165,2,0.748,2,0.748,0,0,0.748,71920,0.024461935,2,2,0.248,5,50025,0.0033,0.003228952,0.49960032,0.93,2,4872,24.953,0.071277625,0,0,0,2,1,20.967,3.424379494,3.653444676,0,0,0,18.81613516,19.12,0.983996262,0,0,0,0,0,0,0,0,0,
